track_id,genres,track_name,artist_name
09mGFNjpjCuivm4kFlWX5o,"['electronic', 'downtempo', 'deep house', 'ambient', 'Manila Palm', 'Juno - Henry Green Remix', 'Sea To Sky - Parra For Cuva Remix', 'Harm', 'Medea', 'Feel Something - Lake Turner Remix', 'Connection', 'Amsterdam', 'J.B.Y.', 'Breathing', 'Panama - Edit', 'Stay The Same - Radio Edit', 'Manila Palm', 'Juno - Henry Green Remix', 'Sea To Sky - Parra For Cuva Remix', 'Harm', 'Medea', 'Feel Something - Lake Turner Remix', 'Connection', 'Amsterdam', 'J.B.Y.', 'Breathing', 'Panama - Edit', 'Stay The Same - Radio Edit']",Unfinished Colours,Parra for Cuva
3OVoSmKxOsJ2VW64DbGAK6,"['ambient', 'downtempo', 'instrumental', 'trip-hop', 'jamendo']",All Across the Sun - Hugo Kant Remix,Wasaru
7fTpeyKW9kiJ4J7i7P9how,"['electronic', 'electronica', 'ambient', 'chillout', ""Don't Cry Little Girl"", 'Trilogie', 'The Birds', 'Ship', 'Ausland', 'Wicked Games (feat. Anna Naklab) - Radio Edit', 'You Are the Worst Thing in the World', 'Circle', 'Ralome', 'Clear Day', 'above the clouds', 'To Feel Again / Trois', ""Don't Cry Little Girl"", 'Trilogie', 'The Birds', 'Ship', 'Ausland', 'Wicked Games (feat. Anna Naklab) - Radio Edit', 'You Are the Worst Thing in the World', 'Circle', 'Ralome', 'Clear Day', 'above the clouds', 'To Feel Again / Trois']",Chromatic Bird,Saycet
0OdFftguKAkcaIZTgLQlXB,"['ambient', 'idm', 'electronic', 'french']",Solaris,Saycet
2ceJL4FSlQMsqXwBcm3Gxo,"['electronic', 'chillout', 'downtempo', 'ambient', 'Speed of Light', 'Gun Song', 'K.I.S.S.E.S.', 'When You Go Forward', 'Misha', 'White', 'Always', 'Loose Ends', 'Twisted Cupid', 'Wait for Me', 'Triumphant', 'Swimmers', 'Speed of Light', 'Gun Song', 'K.I.S.S.E.S.', 'When You Go Forward', 'Misha', 'White', 'Always', 'Loose Ends', 'Twisted Cupid', 'Wait for Me', 'Triumphant', 'Swimmers']",Rain,Alphawezen
0uOcc4k7NRuI0gvo3yNtEp,"['ambient', 'experimental', 'chillwave', 'electronic', 'glo fi', 'glitch hop', 'trip hop', ""Luvin' U"", 'Foxxx', 'Love In Passing', 'Across The Night Sky', ""It's Nice To Be Alive"", 'twisted stars', 'The Dark Forest Joggers', ""That Ain't No Dang Cat!"", 'Stanley', 'Lovely Bloodflow', 'Teeth', 'Psychic Sweeping', ""Luvin' U"", 'Foxxx', 'Love In Passing', 'Across The Night Sky', ""It's Nice To Be Alive"", 'twisted stars', 'The Dark Forest Joggers', ""That Ain't No Dang Cat!"", 'Stanley', 'Lovely Bloodflow', 'Teeth', 'Psychic Sweeping']",Ur My Bby,Ricky Eat Acid
5WHabC4LXrFeA0kobfktOF,"['electronic', 'downtempo', 'deep house', 'ambient']",Eff Five,Parra for Cuva
5D7jl5qqynjNZZEiy4KQ2b,"['ambient', 'electronic', 'chillout', 'idm', 'downtempo', 'Oscar See Through Red Eye', 'Ataronchronon', 'Tha', 'Ageispolis', 'Foil', 'Nine', 'Tommib', ""La femme d'argent"", 'Alone in Kyoto', 'Problem Areas', '4:02', 'Poa Alpina', 'Oscar See Through Red Eye', 'Ataronchronon', 'Tha', 'Ageispolis', 'Foil', 'Nine', 'Tommib', ""La femme d'argent"", 'Alone in Kyoto', 'Problem Areas', '4:02', 'Poa Alpina']",Hey Saturday Sun,Boards of Canada
4OO2lavE7yz5Ane6fEYXp3,"['ambient', 'electronic', 'idm', 'chillout', 'electronica', 'downtempo', 'June 9th', 'Nlogax', 'Alberto Balsalm', 'Fingerbib', 'Bike', 'Tommib', 'Altibzz', 'Trad Velecido', 'Hasty Boom Alert', 'Alone in Kyoto', 'Little Fluffy Clouds', ""La femme d'argent"", 'June 9th', 'Nlogax', 'Alberto Balsalm', 'Fingerbib', 'Bike', 'Tommib', 'Altibzz', 'Trad Velecido', 'Hasty Boom Alert', 'Alone in Kyoto', 'Little Fluffy Clouds', ""La femme d'argent""]",Everything You Do Is A Balloon,Boards of Canada
770xg19bhZii0ARFBn1qR5,"['electronic', 'soundtrack', 'instrumental', 'ambient', 'Rectifier', 'Nocturne', 'Extreme Ways', 'Cemetary Party', 'The Fear', 'Chateau', 'Clubbed to Death', 'Röyksopp Forever', 'Reach for the Summit', 'The Saint', 'Slight Night Shiver', 'Oxygene, Pt. 4', 'Rectifier', 'Nocturne', 'Extreme Ways', 'Cemetary Party', 'The Fear', 'Chateau', 'Clubbed to Death', 'Röyksopp Forever', 'Reach for the Summit', 'The Saint', 'Slight Night Shiver', 'Oxygene, Pt. 4']",Solar Sailer,Daft Punk
0nAnrVl7WVS2zQL36Fp357,"['downtempo', 'electronic', 'ambient', 'all', 'Overseas', 'Time Travel', 'Miss Teardrop', 'Angst', 'Time for Space', 'Polyghost', 'First Fires (ft. Grey Reverend)', 'Goodness', 'Out of the Game', 'Inkeri', 'Something', ""Cruise (Don't Stop)"", 'Overseas', 'Time Travel', 'Miss Teardrop', 'Angst', 'Time for Space', 'Polyghost', 'First Fires (ft. Grey Reverend)', 'Goodness', 'Out of the Game', 'Inkeri', 'Something', ""Cruise (Don't Stop)""]",North,Superpoze
4uVvusAnJEAJsjcMUrL0ZC,"['electronic', '2017', 'ambient', 'experimental', 'glasgow']",Elephant,Turtle
1etKRUDB5aVohXYquBCdzX,"['ambient', 'electronic', 'electronica', 'uk', 'united kingdom', 'edm']",1990,Lake Turner
4sbZo2IXVJqysagVnrGISx,"['electronic', '2017', 'ambient', 'experimental', 'glasgow']",Rivers,Turtle
2TQVM0y30zZ8alfhjgFPDT,"['ambient', 'electronic', 'microhouse', 'house', 'british', 'ɵੂ≢࿃ूੂ೧ູఠీੂ؞ؙؖ⁽⁾ا҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉', ')✧⃛*', 'Soft Meadow', 'Blue Sky and Yellow Sunflower', ""It's Nice To Be Alive"", 'Nauseous / Devilish', 'Fragment', 'Our', 'Brush', 'Falls 2', 'Gentle Soul', 'Enough', 'ɵੂ≢࿃ूੂ೧ູఠీੂ؞ؙؖ⁽⁾ا҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉҈҉', ')✧⃛*', 'Soft Meadow', 'Blue Sky and Yellow Sunflower', ""It's Nice To Be Alive"", 'Nauseous / Devilish', 'Fragment', 'Our', 'Brush', 'Falls 2', 'Gentle Soul', 'Enough']",࿃ूੂ࿃ूੂੂ࿃ूੂOOOOOOOOOOOO ̟̞̝̜̙̘̗̖҉̵̴̨̧̢̡̼̻̺̹̳̲̱̰̯̮̭̬̫̪̩̦̥̤̣̠҈͈͇͉͍͎͓͔͕͖͙͚͜͢͢͢͢͢͢͢͢͢͢͢͢͢͢ͅ ooooooooo,⣎⡇ꉺლ༽இ•̛)ྀ◞ ༎ຶ ༽ৣৢ؞ৢ؞ؖ ꉺლ
